retailer,name,brand,package_size,instore_price,instore_was_price,online_price,online_was_price,save_percent,category_original,category_std
Woolworth,6 Pack Moccona Classic Instant Coffee Medium Roast 500g Can,Moccona,3EA,319.95,319.95,319.95,319.95,0.0,"[""Pantry""]",Coffee
Woolworth,Illy 3kg Classico Arabica Coffee Beans Classic Roast/Sweet Notes Hot Drink,Illy,3KG,189.0,189.0,189.0,189.0,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,Illy 3kg Classico Arabica Coffee Beans Classic Roast/Sweet Notes Hot Drink,Illy,3KG,186.15,186.15,186.15,186.15,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee""]",Coffee
Woolworth,Illy 3kg Intenso Arabica Coffee Beans Robust/Bold Roast/Full Bodied Hot Drink,Illy,3KG,169.15,169.15,169.15,169.15,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee""]",Coffee
Woolworth,Illy Classico 100% Arabica Esspresso Classic Roast Roasted Coffe Beans 1.5kg,Illy,1.5KG,135.15,135.15,135.15,135.15,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Tea
Woolworth,Starbucks Multipack Espresso Dark Roast Coffee Pods Capsules x 120,Starbucks,120EA,128.04,128.04,128.04,128.04,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee"",""Pantry""]",Coffee
Woolworth,1Kg Organic Dandelion Root - Dried Raw Herbal Tea Supplement,Orku,1KG,119.99,119.99,119.99,119.99,0.0,"[""Tea"",""Pantry""]",Tea
Woolworth,2 Pack Vittoria Coffee Espresso Gold Arabica Beans 1kg Bag,Vittoria,2KG,114.95,114.95,114.95,114.95,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,SodaStream 12 Pack Variety Assorted Flavours Syrup Soda Mix 440mL,Sodastream,1EA,109.95,109.95,109.95,109.95,0.0,"[""Water"",""Pantry""]",Juice
Woolworth,Sodastream Terra Sparkling Water Maker Black each,Sodastream,each,109.0,109.0,109.0,109.0,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Water
Woolworth,432pc Twinings Asha Spiced Ginger Cardamom & Cinnamon Herbal Infusions 36g,Twinings,432EA,106.25,106.25,106.25,106.25,0.0,"[""Tea"",""Pantry""]",Tea
Woolworth,2 Pack Nescafe Blend 43 Decaf Instant Coffee 375g Decaffinated,Nescafe,2EA,98.95,109.95,98.95,109.95,0.1000454752160072,"[""Pantry""]",Coffee
Woolworth,L'Or Espresso Coffee Pods Colombia Box 100 Nespresso Machine Compatible,L'Or,100EA,98.95,98.95,98.95,98.95,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee"",""Pantry""]",Coffee
Woolworth,6PK Illy 250g Classico Arabica Coffee Beans Classic Roast/Sweet Notes Hot Drink,Illy,6EA,92.65,92.65,92.65,92.65,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee""]",Coffee
Woolworth,Craft A Brew Handcrafted Botanical Blend Gin Kit w/ Bottles/Corked/Funnel/Filter,Craft A Brew,1EA,92.65,92.65,92.65,92.65,0.0,"[""Everyday Market"",""Home Brew"",""Low & Non Alcoholic Drinks""]",Non/Low Alcoholic
Woolworth,Coca Cola 600Ml Vanilla Coke 24 Pack,Coca Cola,14400ML,91.5,91.5,91.5,91.5,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Coca Cola 600Ml Coke 24 Pack,Coca Cola,14400ML,91.5,91.5,91.5,91.5,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Coca Cola 600Ml Coke No Sugar 24 Pack,Coca Cola,14400ML,91.5,91.5,91.5,91.5,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Illy Blend Intenso Bold Strong Roast Espresso 100% Arabica Coffee Beans 1500g,Illy,1500G,90.1,90.1,90.1,90.1,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,L'Or Espresso Coffee Pods Lungo Profondo 8 Intensity Box 100 Nespresso Machines Compatible,L'Or,100.0EA,89.95,89.95,89.95,89.95,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee"",""Pantry""]",Coffee
Woolworth,Mad Millie Ginger Beer Kit,Mad Millie,1.0EA,85.5,85.5,85.5,85.5,0.0,"[""Everyday Market"",""Home Brew"",""Pantry""]",Soft Drink
Woolworth,Schweppes 500mL Solo Energy 24 Pack,Schweppes,12000ML,85.5,85.5,85.5,85.5,0.0,"[""Pantry""]",Sport & Energy
Woolworth,Schweppes 500mL Solo Energy Zero Sugar 24 Pack,Schweppes,12000ML,85.5,85.5,85.5,85.5,0.0,"[""Pantry""]",Sport & Energy
Woolworth,24pc Gatorade Blue Bolt Flavoured Sports Rehydration Drink Bottles 600ml,Gatorade,14400ML,84.15,84.15,84.15,84.15,0.0,"[""Pantry""]",Sport & Energy
Woolworth,24pc Gatorade Fierce Grape Flavoured Sports Rehydration Drink Bottles 600ml,Gatorade,14400ML,84.15,84.15,84.15,84.15,0.0,"[""Pantry""]",Sport & Energy
Woolworth,24pc Gatorade Tropical Flavoured Sports Rehydration Drink Bottles 600ml,Gatorade,14400ML,84.15,84.15,84.15,84.15,0.0,"[""Pantry""]",Sport & Energy
Woolworth,12PK Acqua Panna Premium Italian Still Mineral Water w/Glass Bottle 750ml,Acqua Panna,9000ML,84.15,84.15,84.15,84.15,0.0,"[""Water"",""Pantry""]",Water
Woolworth,Voss 375Ml Water Sparkling Glass 24 Pack,Voss,9000ML,78.0,78.0,78.0,78.0,0.0,"[""Pantry""]",Water
Woolworth,L'or Espresso Supremo Intensity 10 Coffee Pods Nespresso Compatible Capsules 60 pack,L'Or,60EA,72.8,72.8,72.8,72.8,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee"",""Pantry""]",Coffee
Woolworth,2x 6pc Atkins Low Carb Protein Shake 330ml Smooth Chocolate Sugar Free Drink,Atkins,3960ML,71.4,71.4,71.4,71.4,0.0,"[""Coffee"",""Pantry""]",Sport & Energy
Woolworth,Schweppes 600Ml Pepsi 24 Pack,Schweppes,14400ML,71.1,79.0,71.1,79.0,0.1,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Schweppes 600Ml Passiona 24 Pack,Schweppes,14400ML,71.1,79.0,71.1,79.0,0.1,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Schweppes 600Ml Sunkist 24 Pack,Schweppes,14400ML,71.1,79.0,71.1,79.0,0.1,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Schweppes 600Ml Traditionals Lemonade 24 Pack,Schweppes,14400ML,71.1,71.1,71.1,71.1,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Voss 375Ml Water Still Glass 24 Pack,Voss,9000ML,71.0,71.0,71.0,71.0,0.0,"[""Pantry""]",Water
Woolworth,Heaps Normal Cold Beer Quiet XPA 375mL x 24 pack,Heaps Normal,375mL x 24 pack,70.0,70.0,70.0,70.0,0.0,"[""Low & Non Alcoholic Drinks""]",Non/Low Alcoholic
Woolworth,San Pellegrino 4800ML,San Pellegrino,4800ML,70.0,70.0,70.0,70.0,0.0,"[""Water"",""Everyday Market"",""Pantry""]",Water
Woolworth,3x Illy 250g Decaf Espresso Arabica Ground Coffee Classic Roast/Sweet Notes,Illy,750G,69.95,69.95,69.95,69.95,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,Schweppes 250mL Solo Energy Zero Sugar 24 Pack,Schweppes,6000ML,69.5,69.5,69.5,69.5,0.0,"[""Pantry""]",Sport & Energy
Woolworth,Schweppes 250mL Solo Energy 24 Pack,Schweppes,6000ML,69.5,69.5,69.5,69.5,0.0,"[""Pantry""]",Sport & Energy
Woolworth,V 250Ml Energy Drink Blue 24 Pack,V Energy,6000ML,68.5,68.5,68.5,68.5,0.0,"[""Cordials, Juices & Iced Teas"",""Pantry""]",Sport & Energy
Woolworth,Moccona Barista Reserve Extra Dark Roast Espresso Intensity 12 Coffee Pods Nespresso Compatible Capsules 60 pack,Moccona,60EA,67.2,67.2,67.2,67.2,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee"",""Pantry"",""Kitchen""]",Coffee
Woolworth,2x Primo Caffe Espresso Tazza D'oro 1kg Coffee Beans Light Roast Int 3 Hot Drink,Primo Caffe,2EA,67.15,67.15,67.15,67.15,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,2x Primo Caffe Espresso Numero Uno 1kg Coffee Beans Dark Roast Intst 5 Hot Drink,Primo Caffe,2EA,67.15,67.15,67.15,67.15,0.0,"[""Tea & Coffee"",""Coffee"",""Everyday Market"",""Pantry""]",Coffee
Woolworth,2x Primo Caffe Espresso Classico 1kg Coffee Beans Medium/Dark Roast Ints 4 Drink,Primo Caffe,2EA,67.1,67.1,67.1,67.1,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,Berocca 250Ml Twist N Go Berry 12 Pack,Berocca,3000ML,67.0,67.0,67.0,67.0,0.0,"[""Pantry""]",Juice
Woolworth,Nippy'S 375Ml Flavoured Milk Iced Coffee 24 Pack,Nippy's,9000ML,66.6,74.0,66.6,74.0,0.1,"[""Coffee"",""Pantry""]",Milk
Woolworth,Chai Spice Sticky Chai Natural Honey Authentic Hot Drink Blend Tea Drink 1kg,Chai Spice,1KG,66.3,66.3,66.3,66.3,0.0,"[""Tea"",""Pantry""]",Tea
Woolworth,Chai Spice Turmeric Sticky Chai Natural Honey Hot Drink Blend Tea Drink 1kg,Chai Spice,1KG,66.25,66.25,66.25,66.25,0.0,"[""Tea"",""Pantry""]",Tea
Woolworth,Campos Superior Coffee Beans 1kg,Campos,1kg,65.0,65.0,65.0,65.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,San Pellegrino Clementina 330mL Slim Can Sparkling 24 Pack S. Pellegrino,San Pellegrino,7920ML,64.95,64.95,64.95,64.95,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,San Pellegrino Aranciata Rossa Blood Orange 330mL Slim Can Sparkling 24 Pack S. Pellegrino,San Pellegrino,7920ML,64.95,64.95,64.95,64.95,0.0,"[""Soft Drinks"",""Pantry""]",Juice
Woolworth,San Pellegrino Chinotto 330mL Slim Can Sparkling 24 Pack S. Pellegrino,San Pellegrino,7920ML,64.95,64.95,64.95,64.95,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,San Pellegrino Melograno & Arancia 330mL Slim Can Sparkling 24 Pack S. Pellegrino,San Pellegrino,7920ML,64.95,64.95,64.95,64.95,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,San Pellegrino Limonata 330mL Slim Can Sparkling 24 Pack S. Pellegrino,San Pellegrino,7920ML,64.95,64.95,64.95,64.95,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,San Pellegrino Pompelmo 330mL Slim Can Sparkling 24 Pack S. Pellegrino,San Pellegrino,7920ML,64.95,64.95,64.95,64.95,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,60pc Di Stefano 54g Decaf Coffee Capsules/Pod Decaffeinato f/Nespresso Machine,Di Stefano,10EA,64.6,64.6,64.6,64.6,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee""]",Coffee
Woolworth,Perrier 330Ml Sparkling Mineral Water 24 Pack,Perrier,7920ML,63.91,71.01,63.91,71.01,0.0999859174764118,"[""Water"",""Everyday Market"",""Pantry""]",Water
Woolworth,Lipton 500Ml Ice Tea Peach 24 Pack,Lipton,12000ML,63.91,71.01,63.91,71.01,0.0999859174764118,"[""Pantry""]",Tea
Woolworth,Vittoria Oro Ground Coffee Oro 1kg,Vittoria,1kg,60.0,60.0,60.0,60.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,Beforeyouspeak Iced Latte Double Espresso Box 12 x 240ml,Beforeyouspeak,12EA,60.0,60.0,60.0,60.0,0.0,"[""Coffee"",""Pantry""]",Coffee
Woolworth,Beforeyouspeak Iced Latte Espresso Box 12 x 240ml,Beforeyouspeak,12EA,60.0,60.0,60.0,60.0,0.0,"[""Coffee"",""Pantry""]",Coffee
Woolworth,SodaStream Variety Assorted Pepsi Max Summer Lemon Mountain Dew Ginger Beer Cream Soda Tonic Syrup Soda Mix 440mL,Sodastream,6EA,59.95,59.95,59.95,59.95,0.0,"[""Water"",""Pantry""]",Soft Drink
Woolworth,SodaStream Variety Assorted Pack Pepsi Max Tonic Ginger Beer Ginger Ale Lemon Lime Bitters Cream Soda Syrup Soda Mix 440mL,Sodastream,6EA,59.95,59.95,59.95,59.95,0.0,"[""Water"",""Pantry""]",Soft Drink
Woolworth,SodaStream Low Sugar Orange Mango Syrup Soda Mix 440mL Low Calorie Pack 6 BULK,Sodastream,6.0EA,58.95,58.95,58.95,58.95,0.0,"[""Cordials, Juices & Iced Teas"",""Everyday Market"",""Pantry""]",Juice
Woolworth,SodaStream Lipton Ice Tea Lemon/Peach Variety Assorted Pack Syrup Mix 440mL Pack 6,Sodastream,1EA,58.95,58.95,58.95,58.95,0.0,"[""Water"",""Pantry""]",Tea
Woolworth,Vittoria Espresso Coffee Pods Nespresso Compatible Capsules 60 pack,Vittoria,60EA,58.8,58.8,58.8,58.8,0.0,"[""Coffee"",""Pantry""]",Coffee
Woolworth,8pc Pepsi Cola Flavoured Soft Drink Sparkling/Carbonated Soda Bottles 2L,Pepsi,16000ML,58.65,58.65,58.65,58.65,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Mad Millie Kombucha Kit,Mad Millie,1.0EA,58.5,58.5,58.5,58.5,0.0,"[""Everyday Market"",""Home Brew"",""Pantry""]",Tea
Woolworth,Aloe Mate 1.5L Aloe Vera Watermelon 12 Pack,Aloe Mate,18000ML,58.5,58.5,58.5,58.5,0.0,"[""Pantry""]",Juice
Woolworth,San Pellegrino 500Ml Natural Mineral Water Sparkling Pet 24 Pack,San Pellegrino,12000ML,57.5,57.5,57.5,57.5,0.0,"[""Water"",""Everyday Market"",""Pantry""]",Water
Woolworth,Calypso 473Ml Grapeberry Lemonade 12 Pack,Calypso,5676ML,56.5,56.5,56.5,56.5,0.0,"[""Pantry""]",Soft Drink
Woolworth,Vittoria Espresso Coffee Beans 1kg,Vittoria,1kg,56.0,56.0,56.0,56.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,Vittoria Espresso Ground Coffee 1kg,Vittoria,1kg,56.0,56.0,56.0,56.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,Fiji Water 500Ml Natural Artesian Water 24 Pack,Fiji Water,12000ML,55.5,55.5,55.5,55.5,0.0,"[""Pantry""]",Water
Woolworth,Aloe Mate 500Ml Aloe Vera Watermelon 20 Pack,Aloe Mate,10000ML,55.5,55.5,55.5,55.5,0.0,"[""Pantry""]",Juice
Woolworth,216pc Twinings Asha Spiced Ginger Cardamom & Cinnamon Herbal Infusions 36g,Twinings,216EA,55.25,55.25,55.25,55.25,0.0,"[""Tea"",""Pantry""]",Tea
Woolworth,San Pellegrino 330Ml Sparkling Limonata Cans 24 Pack,San Pellegrino,7920ML,54.49,54.49,54.49,54.49,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,San Pellegrino 7920ML,San Pellegrino,7920ML,54.49,54.49,54.49,54.49,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,San Pellegrino 330Ml Sparkling Drink Chinotto Cans 24 Pack,San Pellegrino,7920ML,54.49,54.49,54.49,54.49,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Nippy'S 500Ml Flavoured Milk Iced Choc Banana 12 Pack,Nippy's,6000ML,54.0,54.0,54.0,54.0,0.0,"[""Pantry""]",Milk
Woolworth,SodaStream Low Sugar Cranberry Raspberry Syrup Soda Mix 440mL Low Calorie Pack 6 BULK,Sodastream,6.0EA,53.95,53.95,53.95,53.95,0.0,"[""Cordials, Juices & Iced Teas"",""Everyday Market"",""Pantry""]",Juice
Woolworth,Fruity Burst 250Ml Barbie Raspberry 24 Pack,Fruity Burst,6000ML,53.5,53.5,53.5,53.5,0.0,"[""Cordials, Juices & Iced Teas"",""Pantry""]",Juice
Woolworth,Fruity Burst 250Ml Maui & Moana Apple Blackcurrant 24 Pack,Fruity Burst,6000ML,53.5,53.5,53.5,53.5,0.0,"[""Cordials, Juices & Iced Teas"",""Pantry""]",Juice
Woolworth,Fruity Burst 250Ml Paw Patrol Raspberry 24 Pack,Fruity Burst,6000ML,53.5,53.5,53.5,53.5,0.0,"[""Cordials, Juices & Iced Teas"",""Pantry""]",Juice
Woolworth,Fruity Burst 250Ml Peppa Pig Strawberry 24 Pack,Fruity Burst,6000ML,53.5,53.5,53.5,53.5,0.0,"[""Cordials, Juices & Iced Teas"",""Pantry""]",Juice
Woolworth,San Pellegrino 6000ML,San Pellegrino,6000ML,53.0,53.0,53.0,53.0,0.0,"[""Water"",""Everyday Market"",""Pantry""]",Water
Woolworth,Remedy 330Ml Kombucha Raspberry Lemonade 12 Pack,Remedy-OLD,3960ML,52.5,52.5,52.5,52.5,0.0,"[""Pantry""]",Soft Drink
Woolworth,12pc Schweppes Indian Sparkling/Carbonated Tonic Water Drink Bottles 1.1L,Schweppes,13200SS,51.85,51.85,51.85,51.85,0.0,"[""Water"",""Pantry""]",Soft Drink
Woolworth,Primo Caffe Decaf 1kg Arabica Coffee Beans Medium Roast Intensity 3 Hot Drink,Primo Caffe,1KG,51.85,51.85,51.85,51.85,0.0,"[""Tea & Coffee"",""Coffee"",""Everyday Market"",""Pantry""]",Coffee
Woolworth,Bundaberg 375Ml Ginger Beer 24 Pack,Bundaberg,9000ML,51.75,57.5,51.75,57.5,0.1,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,De La Rosa Organic Red Grape Juice 750Ml,Dela Rosa,750ML,50.15,50.15,50.15,50.15,0.0,"[""Everyday Market"",""Home Brew"",""Pantry""]",Juice
Woolworth,Primo Fair Trade Organic 1kg Arabica Coffee Beans Medium/Dark Roast Intensity 3,Primo Caffe,1KG,50.15,50.15,50.15,50.15,0.0,"[""Tea & Coffee"",""Coffee"",""Everyday Market"",""Pantry"",""Kitchen""]",Coffee
Woolworth,2PK Di Stefano Black Dark Roast Coffee Beans Signature 1820 Blend 250g Hot Drink,Di Stefano,500G,50.15,50.15,50.15,50.15,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,Craft A Brew American Pale Ale Beer Making/Brewing Drinking Recipe Refill Kit,Craft A Brew,1EA,50.15,50.15,50.15,50.15,0.0,"[""Everyday Market"",""Home Brew"",""Low & Non Alcoholic Drinks""]",Non/Low Alcoholic
Woolworth,Coca-Cola Zero Sugar Soft Drink Multipack Cans 375mL x 30 pack,Coca-Cola,375mL x 30 pack,50.0,50.0,50.0,50.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Coca-Cola Classic Soft Drink Multipack Cans 375mL x 30 pack,Coca-Cola,375mL x 30 pack,50.0,50.0,50.0,50.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Coca-Cola Diet Soft Drink Multipack Cans 375mL x 30 pack,Coca-Cola,375mL x 30 pack,50.0,50.0,50.0,50.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Lavazza Qualita Oro Ground Coffee 1kg,Lavazza,1kg,50.0,50.0,50.0,50.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,Lavazza Qualita Oro Coffee Beans 1kg,Lavazza,1kg,50.0,50.0,50.0,50.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,12pc Schweppes Natural Sparkling/Carbonated Mineral Water Drink Bottles 1.1L,Schweppes,13200ML,49.3,49.3,49.3,49.3,0.0,"[""Water"",""Pantry""]",Water
Woolworth,Remedy Kombucha Apple Crisp 24 x 250ml,Remedy-OLD,6000ML,49.0,49.0,49.0,49.0,0.0,"[""Soft Drinks"",""Pantry""]",Tea
Woolworth,Remedy Kombucha Peach 24 x 250ml,Remedy-OLD,6000ML,49.0,49.0,49.0,49.0,0.0,"[""Soft Drinks"",""Pantry""]",Tea
Woolworth,Remedy Kombucha Lemon Lime & Mint 24 x 250ml,Remedy-OLD,6000ML,49.0,49.0,49.0,49.0,0.0,"[""Soft Drinks"",""Pantry""]",Tea
Woolworth,Remedy Kombucha Lemonade 24 x 250ml,Remedy-OLD,6000ML,49.0,49.0,49.0,49.0,0.0,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Nippy'S 500Ml Flavoured Milk Iced Chocolate 12 Pack,Nippy's,6000ML,48.6,54.0,48.6,54.0,0.0999999999999999,"[""Pantry""]",Milk
Woolworth,Nippy'S 500Ml Flavoured Milk Iced Honeycomb 12 Pack,Nippy's,6000ML,48.6,54.0,48.6,54.0,0.0999999999999999,"[""Pantry""]",Milk
Woolworth,2PK Di Stefano Medium Roast Coffee Beans Specialty Fair Trade 1735 Blend 250g,Di Stefano,2EA,48.45,48.45,48.45,48.45,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee"",""Pantry""]",Coffee
Woolworth,Heineken Zero Bottles 330mL x 24 pack,Heineken,330mL x 24 pack,48.0,48.0,48.0,48.0,0.0,"[""Low & Non Alcoholic Drinks""]",Non/Low Alcoholic
Woolworth,Vittoria Organic Coffee Beans 1kg,Vittoria,1kg,48.0,64.0,48.0,64.0,0.25,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,Schweppes 300Ml Lemon Lime & Bitters 24 Pack,Schweppes,7200ML,48.0,48.0,48.0,48.0,0.0,"[""Pantry""]",Juice
Woolworth,Schweppes 300Ml Pepsi 24 Pack,Schweppes,7200ML,48.0,48.0,48.0,48.0,0.0,"[""Pantry""]",Soft Drink
Woolworth,Fiji Water 700Ml Natural Artesian Water Sports Cap 12 Pack,Fiji Water,8400ML,47.5,47.5,47.5,47.5,0.0,"[""Pantry""]",Sport & Energy
Woolworth,Swiss Miss Hot Cocoa Mix with Marshmallows 60 envelopes 1.68kg,Conagra,60EA,46.2,56.76,46.2,56.76,0.1860465116279069,"[""Pantry""]",Other drinks
Woolworth,Gatorade 600Ml Watermelon Chill 12 Pack,Gatorade,7200ML,45.9,51.0,45.9,51.0,0.1,"[""Pantry""]",Juice
Woolworth,Craft A Brew Hefeweizen German Wheat Beer Making Recipe Drink Brew Refill Kit,Craft A Brew,1EA,45.9,45.9,45.9,45.9,0.0,"[""Everyday Market"",""Home Brew"",""Low & Non Alcoholic Drinks""]",Non/Low Alcoholic
Woolworth,120pc Primo Caffe Roma Italiano Intense Capsules Pods 640g Nespresso Compatible,Primo Caffe,120EA,45.05,45.05,45.05,45.05,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee""]",Tea
Woolworth,Caffe Aurora Italian Blend Coffee Beans 1kg,Caffe Aurora,1kg,45.0,45.0,45.0,45.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,Caffe Aurora Ground Coffee Italian Blend 1kg,Caffe Aurora,1kg,45.0,45.0,45.0,45.0,0.0,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,Remedy Sodaly Blood Orange 24 x 250ml,Remedy-OLD,6000ML,45.0,45.0,45.0,45.0,0.0,"[""Soft Drinks"",""Pantry""]",Juice
Woolworth,Remedy Sodaly Guava 24 x 250ml,Remedy-OLD,6000ML,45.0,45.0,45.0,45.0,0.0,"[""Soft Drinks"",""Pantry""]",Juice
Woolworth,Remedy Sodaly Passionfruit 24 x 250ml,Remedy-OLD,6000ML,45.0,45.0,45.0,45.0,0.0,"[""Soft Drinks"",""Pantry""]",Juice
Woolworth,Remedy Sodaly Pineapple 24 x 250ml,Remedy-OLD,6000ML,45.0,45.0,45.0,45.0,0.0,"[""Soft Drinks"",""Pantry""]",Juice
Woolworth,Remedy Sodaly Raspberry 24 x 250ml,Remedy-OLD,6000ML,45.0,45.0,45.0,45.0,0.0,"[""Soft Drinks"",""Pantry""]",Juice
Woolworth,Remedy Sodaly Yuzu Lemon 24 x 250ml,Remedy-OLD,6000ML,45.0,45.0,45.0,45.0,0.0,"[""Soft Drinks"",""Pantry""]",Juice
Woolworth,Schweppes 375Ml Pepsi Max 30 Pack,Schweppes,9000ML,43.2,48.0,43.2,48.0,0.0999999999999999,"[""Soft Drinks"",""Pantry""]",Soft Drink
Woolworth,Mountain Fresh 4800ML,Mountain Fresh,4800ML,43.0,43.0,43.0,43.0,0.0,"[""Pantry""]",Other drinks
Woolworth,Edlyn Drinking Hot Chocolate 2kg Gluten Free Bulk,Edlyn,2KG,42.95,42.95,42.95,42.95,0.0,"[""Coffee"",""Pantry""]",Coffee
Woolworth,Primo Caffe Original Cafe Blend Dark Roasted Rasin/Oak Forte 1kg Coffee Beans,Primo Caffe,1KG,42.45,42.45,42.45,42.45,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee""]",Coffee
Woolworth,Lipton 500Ml Ice Tea Raspberry 12 Pack,Lipton,6000ML,42.0,42.0,42.0,42.0,0.0,"[""Tea"",""Pantry""]",Tea
Woolworth,H2 Juice 500Ml Sparkling Fruit Drink Guava 12 Pack,H2,6000ML,42.0,42.0,42.0,42.0,0.0,"[""Pantry""]",Juice
Woolworth,H2 Juice 500Ml Sparkling Fruit Drink Lychee 12 Pack,H2,6000ML,42.0,42.0,42.0,42.0,0.0,"[""Cordials, Juices & Iced Teas"",""Pantry""]",Juice
Woolworth,Lipton 500Ml Ice Tea Strawberry Green 12 Pack,Lipton,6000ML,42.0,42.0,42.0,42.0,0.0,"[""Pantry""]",Tea
Woolworth,6x10pc Primo Caffe Decaf 54g Coffee Capsules/Pod Compatible w/Nespresso Machine,Primo Caffe,6EA,41.65,41.65,41.65,41.65,0.0,"[""Tea & Coffee"",""Everyday Market"",""Coffee""]",Coffee
Woolworth,Primo Caffe Espresso Numero Uno 1kg Coffee Beans Dark Roast Intsty 5 Hot Drink,Primo Caffe,1KG,41.65,41.65,41.65,41.65,0.0,"[""Tea & Coffee"",""Coffee"",""Everyday Market"",""Pantry""]",Coffee
Woolworth,Coca-Cola Diet Soft Drink Multipack Cans 375mL x 24 pack,Coca-Cola,375mL x 24 pack,41.25,41.25,41.25,41.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Lavazza Espresso Barista Organic Coffee Beans 1kg,Lavazza,1kg,41.0,50.0,41.0,50.0,0.18,"[""Tea & Coffee"",""Coffee""]",Coffee
Woolworth,2PK Di Stefano Medium To Dark Roast Black Coffee Beans 109 Speciality Blend 250g,Di Stefano,500G,40.8,40.8,40.8,40.8,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,Primo Caffe Espresso Tazza D'oro 1kg Coffee Beans Light Roast Intsy 3 Hot Drink,Primo Caffe,1KG,40.8,40.8,40.8,40.8,0.0,"[""Tea & Coffee"",""Coffee"",""Kitchen""]",Coffee
Woolworth,Joe'S Classics 350Ml Juice Mango & Banana 12 Pack,Joe's Classics,4200ML,40.5,40.5,40.5,40.5,0.0,"[""Pantry""]",Juice
Woolworth,Joe'S Classics 350Ml Juice Apple & Blackcurrant 12 Pack,Joe's Classics,4200ML,40.5,40.5,40.5,40.5,0.0,"[""Pantry""]",Juice
Woolworth,Joe'S Classics 350Ml Smoothie Berry 12 Pack,Joe's Classics,4200ML,40.5,40.5,40.5,40.5,0.0,"[""Cordials, Juices & Iced Teas"",""Pantry""]",Juice
Woolworth,Cool Ridge 750Ml Spring Water 20 Pack,COOL RIDGE,15000ML,40.5,40.5,40.5,40.5,0.0,"[""Pantry""]",Water
