retailer,name,brand,package_size,instore_price,instore_was_price,online_price,online_was_price,save_percent,category_original,category_std
Woolworth,Original Juice Co. Apple Blackcurrant Juice 600mL,Original Juice Co.,600mL,4.3,4.3,4.3,4.3,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Juice
Woolworth,Remedy Ginger Beer Original 330mL,Remedy,330mL,4.3,4.3,4.3,4.3,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Soft Drink
Woolworth,Remedy Ginger Beer With Lime 330mL,Remedy,330mL,4.3,4.3,4.3,4.3,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Soft Drink
Woolworth,Jarrah Classic Hot Chocolate 10 pack,Jarrah,10 pack,4.25,8.5,4.25,8.5,0.5,"[""Flavoured Milk""]",Milk
Woolworth,Coca-Cola Classic Soft Drink Bottle 600mL,Coca-Cola,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Coca-Cola Zero Sugar Soft Drink Bottle 600mL,Coca-Cola,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Jarrah Mint Hot Chocolate 10 pack,Jarrah,10 pack,4.25,8.5,4.25,8.5,0.5,"[""Flavoured Milk""]",Milk
Woolworth,V Energy Grape Burst Energy Drink 500mL,V Energy,500mL,4.25,4.25,4.25,4.25,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Coca-Cola Diet Soft Drink Bottle 600mL,Coca-Cola,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,V Energy Blue 500mL,V Energy,500mL,4.25,4.25,4.25,4.25,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,V Energy Energy Drink 500mL,V Energy,500mL,4.25,4.25,4.25,4.25,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Sprite Lemonade Soft Drink Bottle 600mL,Sprite,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Coca-Cola Vanilla Soft Drink Bottle 600mL,Coca-Cola,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Fanta Orange Zero Sugar Soft Drink Bottles 600mL,Fanta,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Sprite Zero Sugar Soft Drink Bottle 600mL,Sprite,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Fanta Lemon Zero Sugar 600mL,Fanta,600mL,4.25,4.25,4.25,4.25,0.0,"[""Soft Drinks""]",Juice
Woolworth,Gatorade Sports Drinks Blue Bolt Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Tropical Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Grape Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Lemon Lime Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Orange Ice Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Sugar Free Glacier Freeze Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Sugar Free Orange Electrolyte Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Sugar Free Berry Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drinks Watermelon Chill Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Sports Drink Sugar Free Grape Electrolyte Hydration Bottle 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade G Active Sports Drinks Berry Water Electrolytes & Vitamins 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Water"",""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade G Active Sports Drinks Grape Water Electrolytes & Vitamins 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Water"",""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Berry Freeze 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Juice
Woolworth,Gatorade G Active Peach Drink Peach 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Juice
Woolworth,Gatorade G Active Coconut Breeze 600mL,Gatorade,600mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Fast Twitch Energy Drink Grape 350mL,Gatorade,350mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Fast Twitch Energy Drink Cool Blue 350mL,Gatorade,350mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Gatorade Fast Twitch Energy Drink Strawberry Lemonade 350mL,Gatorade,350mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Solo Energy Drink Lemon 500mL,Solo,500mL,4.2,4.2,4.2,4.2,0.0,"[""Sports & Energy Drinks""]",Sport & Energy
Woolworth,Emma & Tom's Green Power Juice 350mL,Emma & Tom's,350mL,4.2,4.2,4.2,4.2,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Emma & Tom's Prebiotic & Probiotic Kickstarter Juice 350mL,Emma & Tom's,350mL,4.2,4.2,4.2,4.2,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Juice
Woolworth,Lo Bros Not Soda Fizzy Drink Raspberry Zero Sugar 375mL,Lo Bros,375mL,4.2,4.2,4.2,4.2,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Lo Bros Not Soda Fizzy Drink Lemon Zero Sugar 375mL,Lo Bros,375mL,4.2,4.2,4.2,4.2,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Lo Bros Not Soda Fizzy Drink Grapefruit Zero Sugar 375mL,Lo Bros,375mL,4.2,4.2,4.2,4.2,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Arizona Grapeade Fruit Juice 650mL,Arizona,650mL,4.2,4.2,4.2,4.2,0.0,"[""Soft Drinks""]",Juice
Woolworth,Arizona Watermelon Fruit Juice 650mL,Arizona,650mL,4.2,4.2,4.2,4.2,0.0,"[""Soft Drinks""]",Juice
Woolworth,San Pellegrino Sparkling Mineral Water 1L,San Pellegrino,1L,4.15,4.15,4.15,4.15,0.0,"[""Water""]",Water
Woolworth,Pump Berry Storm Water Bottle Berry Bottle 750mL,Pump,750mL,4.15,4.15,4.15,4.15,0.0,"[""Water"",""Chilled Drinks""]",Juice
Woolworth,Pump Lime Rush Water Bottle Lime Rush Bottle 750mL,Pump,750mL,4.15,4.15,4.15,4.15,0.0,"[""Water"",""Chilled Drinks""]",Juice
Woolworth,Tetley Extra Strong Tea Bags 100 pack,Tetley,100 pack,4.1,5.2,4.1,5.2,0.2115384615384616,"[""Tea & Coffee"",""Tea""]",Tea
Woolworth,Coca-Cola Classic Soft Drink Bottle 1.25L,Coca-Cola,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Coca-Cola Zero Sugar Soft Drink Bottle 1.25L,Coca-Cola,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Sanitarium So Good Barista Almond Long Life Milk UHT 1L,Sanitarium,1L,4.0,4.0,4.0,4.0,0.0,"[""Milk"",""Long Life Milk"",""Long Life Milk""]",Milk
Woolworth,Sprite Lemonade Soft Drink Bottle 1.25L,Sprite,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Coca-Cola Diet Soft Drink Bottle 1.25L,Coca-Cola,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Coca-Cola Caffeine Free Zero Sugar Soft Drink Bottle 1.25L,Coca-Cola,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Sanitarium So Good Barista Oat Long Life Milk UHT 1L,Sanitarium,1L,4.0,4.0,4.0,4.0,0.0,"[""Canned Food & Instant Meals"",""Long Life Milk"",""Milk"",""Long Life Milk""]",Milk
Woolworth,Coca-Cola Vanilla Soft Drink Bottle 1.25L,Coca-Cola,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Fanta Orange Soft Drink Bottle 1.25L,Fanta,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Sprite Zero Sugar Lemonade Soft Drink Bottle 1.25L,Sprite,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Woolworths Lunch Box Poppers Juice Apple 250mL x 6 pack,Woolworths,250mL x 6 pack,4.0,4.0,4.0,4.0,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Remedy Sodaly Raspberry 330mL,Remedy,330mL,4.0,4.0,4.0,4.0,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Remedy Sodaly Passionfruit 330mL,Remedy,330mL,4.0,4.0,4.0,4.0,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,So Good High Protein Almond Long Life Milk UHT 1L,So Good,1L,4.0,4.0,4.0,4.0,0.0,"[""Milk"",""Long Life Milk"",""Long Life Milk""]",Milk
Woolworth,Coca-Cola Vanilla Zero Sugar Soft Drink Bottle 1.25L,Coca-Cola,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Oak Chocolate Long Life Milk UHT 1L,Oak,1L,4.0,4.0,4.0,4.0,0.0,"[""Long Life Milk"",""Milk"",""Long Life Milk""]",Milk
Woolworth,Remedy Sodaly Yuzu Lemon 330mL,Remedy,330mL,4.0,4.0,4.0,4.0,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Woolworths Lunch Box Poppers Juice Apple & Blackcurrant 250mL x 6 pack,Woolworths,250mL x 6 pack,4.0,4.0,4.0,4.0,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Tetley Tea Bags 100 pack,Tetley,100 pack,4.0,4.0,4.0,4.0,0.0,"[""Tea & Coffee"",""Tea""]",Tea
Woolworth,Nesquik Strawberry Flavour 250g,Nesquik,250g,4.0,4.0,4.0,4.0,0.0,"[""Flavoured Milk""]",Juice
Woolworth,Woolworths Lunch Box Poppers Juice Orange 250mL x 6 pack,Woolworths,250mL x 6 pack,4.0,4.0,4.0,4.0,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Woolworths Lunch Box Poppers Juice Tropical 250mL x 6 pack,Woolworths,250mL x 6 pack,4.0,4.0,4.0,4.0,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,H2Coco 100% Natural Pure Coconut Water 1L,H2Coco,1L,4.0,4.0,4.0,4.0,0.0,"[""Water""]",Water
Woolworth,Fanta Raspberry Zero Sugar Soft Drink Bottles 1.25L,Fanta,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,So Good High Protein Oat Long Life Milk UHT 1L,So Good,1L,4.0,4.0,4.0,4.0,0.0,"[""Long Life Milk"",""Long Life Milk"",""Milk""]",Milk
Woolworth,Pepsi Max No Sugar Cola Soft Drink Bottle 600mL,Pepsi Max,600mL,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Fanta Pineapple Zero Sugar 1.25L,Fanta,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Juice
Woolworth,Coca-Cola Lime Zero Sugar 1.2L,Coca-Cola,1.2L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Fanta Grape Soft Drink 1.25L,Fanta,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Nestle Reduced Fat UHT Cream 230mL,Nestle,230mL,4.0,4.0,4.0,4.0,0.0,"[""Long Life Milk""]",Milk
Woolworth,Nesquik Banana Flavoured Milk Drink 250g,Nesquik,250g,4.0,4.0,4.0,4.0,0.0,"[""Flavoured Milk""]",Milk
Woolworth,Avalanche 99% Sugar Free Chai Latte 10 pack,Avalanche,10 pack,4.0,5.5,4.0,5.5,0.2727272727272727,"[""Tea & Coffee"",""Tea""]",Coffee
Woolworth,Avalanche 99% Sugar Free Vanilla Chai Latte 10 pack,Avalanche,10 pack,4.0,5.5,4.0,5.5,0.2727272727272727,"[""Tea & Coffee"",""Tea""]",Coffee
Woolworth,Woolworths Instant Chocolate Powdered Drink 400g,Woolworths,400g,4.0,4.0,4.0,4.0,0.0,"[""Flavoured Milk""]",Milk
Woolworth,Muscle Nation Sparkling Protein Water Strawberry Apple Zero Sugar 330mL,Muscle Nation,330mL,4.0,5.0,4.0,5.0,0.2,"[""Sports & Energy Drinks"",""Diet & Sports Nutrition""]",Sport & Energy
Woolworth,Fanta Orange Zero Sugar Soft Drink 1.25L,Fanta,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Muscle Nation Sparkling Protein Water Citrus Crush Zero Sugar 330mL,Muscle Nation,330mL,4.0,5.0,4.0,5.0,0.2,"[""Sports & Energy Drinks"",""Diet & Sports Nutrition""]",Sport & Energy
Woolworth,Famous Soda Co Pink Lemonade 330mL,Famous Soda Co,330mL,4.0,4.0,4.0,4.0,0.0,"[""Healthier Lunch Box"",""Cordials, Juices & Iced Teas"",""Drinks""]",Soft Drink
Woolworth,Avalanche 99% Sugar Free Turmeric Latte 10 pack,Avalanche,10 pack,4.0,5.5,4.0,5.5,0.2727272727272727,"[""Tea & Coffee"",""Tea""]",Coffee
Woolworth,Fanta Lemon Zero Sugar Soft Drink Bottle 1.25L,Fanta,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Famous Soda Co Zero Sugar Tangerine 330mL,Famous Soda Co,330mL,4.0,4.0,4.0,4.0,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Tea
Woolworth,Fanta Lemon Soft Drink Bottle 1.25L,Fanta,1.25L,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Solo Zero Sugar Original Lemon Soft Drink Bottle 600mL,Solo,600mL,4.0,4.0,4.0,4.0,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,P&N Mango Nectar Fruit Drink 2L,P&N,2L,4.0,4.0,4.0,4.0,0.0,"[""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Beforeyouspeak Caramel Latte 10 pack,Beforeyouspeak,10 pack,4.0,8.0,4.0,8.0,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Remedy Sodaly Prebiotic Soda Pineapple 330mL,Remedy,330mL,4.0,4.0,4.0,4.0,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Soft Drink
Woolworth,Bison Protein Coconut Water Original 500mL,Bison,500mL,4.0,4.0,4.0,4.0,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Sport & Energy
Woolworth,Beforeyouspeak Creamy Cappuccino 10 pack,Beforeyouspeak,10 pack,4.0,8.0,4.0,8.0,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Bison Protein Coconut Water Watermelon 500mL,Bison,500mL,4.0,4.0,4.0,4.0,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Sport & Energy
Woolworth,Beforeyouspeak Creamy Latte 10 pack,Beforeyouspeak,10 pack,4.0,8.0,4.0,8.0,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Bison Protein Coconut Water Pineapple 500mL,Bison,500mL,4.0,4.0,4.0,4.0,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Sport & Energy
Woolworth,Moccona Coffee Sachets Cappuccino 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Caramel Latte 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Strong Cappuccino 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Latte 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Cadbury Coffee Sachets Mocha Sachets 8 pack,Moccona,8 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Double Shot Latte 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Sugar Free Latte 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Hot/Iced Vanilla Latte 8 pack,Moccona,8 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Sugar Free Caramel Latte 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Sugar Free Cappuccino 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Moccona Coffee Sachets Skim Cappuccino 10 pack,Moccona,10 pack,3.95,7.9,3.95,7.9,0.5,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,a2 Milk Full Cream Long Life Milk UHT 1L,a2 Milk,1L,3.9,3.9,3.9,3.9,0.0,"[""Long Life Milk"",""Milk"",""Long Life Milk""]",Milk
Woolworth,Pepsi Max No Sugar Cola Soft Drink Bottle 2L,Pepsi Max,2L,3.8,3.8,3.8,3.8,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Pureharvest Coco Quench Long Life Milk UHT 1L,Pureharvest,1L,3.8,3.8,3.8,3.8,0.0,"[""Milk"",""Long Life Milk"",""Long Life Milk""]",Milk
Woolworth,Marble Hill Natural Spring Water 10L,Marble Hill,10L,3.8,3.8,3.8,3.8,0.0,"[""Water""]",Water
Woolworth,Pepsi Soft Drink Bottle 2L,Pepsi,2L,3.8,3.8,3.8,3.8,0.0,"[""Soft Drinks""]",Soft Drink
Woolworth,Cocobella Chocolate Coconut Water 400mL,Cocobella,400mL,3.8,3.8,3.8,3.8,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Water
Woolworth,Cocobella Choc Caramel Coconut Water 400mL,Cocobella,400mL,3.8,3.8,3.8,3.8,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Water
Woolworth,Nudie Juice Shot Immunity 60mL,Nudie,60mL,3.8,3.8,3.8,3.8,0.0,"[""Water"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Pureharvest Coco Quench Almond Long Life Milk UHT 1L,Pureharvest,1L,3.8,3.8,3.8,3.8,0.0,"[""Long Life Milk"",""Milk"",""Long Life Milk""]",Milk
Woolworth,Tetley Tagless Tea Bags 100 pack,Tetley,100 pack,3.8,3.8,3.8,3.8,0.0,"[""Tea & Coffee"",""Tea""]",Tea
Woolworth,Nature's Charm Oat Milk Sweetened Condensed Milk 320g,Nature's Charm,320g,3.8,4.8,3.8,4.8,0.2083333333333333,"[""Long Life Milk""]",Milk
Woolworth,Woolworths Fruit Juice Syrup 30% Fruit Blackcurrant 750mL,Woolworths,750mL,3.8,3.8,3.8,3.8,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Cocobella Coffee Coconut Water 400mL,Cocobella,400mL,3.8,3.8,3.8,3.8,0.0,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Coffee
Woolworth,Schweppes Lemon Lime Bitters Soft Drink Mixers Glass Bottle Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Soda Water Bottle Classic Mixers Glass Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Water
Woolworth,Schweppes Ginger Beer Soft Drink 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Indian Tonic Water Classic Mixers Glass Bottle Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Red Bull Energy Drink 330mL,Red Bull,330mL,3.75,4.5,3.75,4.5,0.1666666666666666,"[""Sports & Energy Drinks"",""Chilled Drinks""]",Sport & Energy
Woolworth,Red Bull Sugarfree Energy Drink 330mL,Red Bull,330mL,3.75,4.5,3.75,4.5,0.1666666666666666,"[""Sports & Energy Drinks"",""Chilled Drinks""]",Sport & Energy
Woolworth,Schweppes Dry Ginger Ale Soft Drink Bottle Mixers Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Zero Sugar Mixers Indian Tonic Water Bottles Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Zero Sugar Pink Lemonade Soft Drink Bottles Glass Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Lemonade Soft Drink Bottle Glass Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Bitter Lemon Soft Drink Classic Mixers Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Zero Sugar Classic Mixers Lemon Lime Bitters Soft Drink 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,Schweppes Zero Sugar Dry Ginger Ale Soft Drink Mixers Multipack 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,P&N Fruit Juice Cranberry Drink 1L,P&N,1L,3.75,3.75,3.75,3.75,0.0,"[""Cordials, Juices & Iced Teas""]",Juice
Woolworth,P&N Golden Crush Fruit Drink Poppers 250mL x 6 pack,P&N,250mL x 6 pack,3.75,3.75,3.75,3.75,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Schweppes Passionfruit Soft Drink 300mL x 4 pack,Schweppes,300mL x 4 pack,3.75,7.5,3.75,7.5,0.5,"[""Soft Drinks""]",Soft Drink
Woolworth,P&N Tropical Crush Fruit Drink Poppers 250mL x 6 pack,P&N,250mL x 6 pack,3.75,3.75,3.75,3.75,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Woolworths Lunch Box Poppers Tropical 35% Fruit Drink 250mL x 6 pack,Woolworths,250mL x 6 pack,3.7,3.7,3.7,3.7,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Woolworths Lunch Box Poppers Apple 35% Fruit Drink 250mL x 6 pack,Woolworths,250mL x 6 pack,3.7,3.7,3.7,3.7,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Woolworths Lunch Box Poppers Apple Raspberry 35% Fruit Drink 250mL x 6 pack,Woolworths,250mL x 6 pack,3.7,3.7,3.7,3.7,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Woolworths Lunch Box Poppers Orange Mango 35% Fruit Drink 250mL x 6 pack,Woolworths,250mL x 6 pack,3.7,3.7,3.7,3.7,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Woolworths Chai Latte Sachets 10 pack,Woolworths,10 pack,3.7,3.7,3.7,3.7,0.0,"[""Tea & Coffee"",""Tea""]",Coffee
Woolworth,Boost Energy Lift 350mL,Boost,350mL,3.7,4.2,3.7,4.2,0.119047619047619,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Sport & Energy
Woolworth,Woolworths Latte Coffee Sachets 10 pack,Woolworths,10 pack,3.7,3.7,3.7,3.7,0.0,"[""Coffee"",""Tea & Coffee""]",Coffee
Woolworth,Boost Juice Lychee Lovin 350mL,Boost,350mL,3.7,4.2,3.7,4.2,0.119047619047619,"[""Cordials, Juices & Iced Teas"",""Drinks""]",Juice
Woolworth,Devondale Sparkling Apple Juice 750mL,Devondale,750mL,3.65,3.65,3.65,3.65,0.0,"[""Soft Drinks"",""Low & Non Alcoholic Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Devondale Long Life UHT Thickened Whipping Cream 250mL,Devondale,250mL,3.6,3.6,3.6,3.6,0.0,"[""Cream, Custard & Desserts"",""Long Life Milk""]",Milk
Woolworth,Golden Circle Pineapple Sweetened Fruit Juice 1L,Golden Circle,1L,3.6,3.6,3.6,3.6,0.0,"[""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Nerada Loose Leaf Tea 250g,Nerada,250g,3.6,3.6,3.6,3.6,0.0,"[""Tea & Coffee"",""Tea""]",Tea
Woolworth,SPC SPC Pear Juice Can 850mL,SPC,850mL,3.6,3.6,3.6,3.6,0.0,"[""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Daily Juice Co Orange Juice Pulp Free 500mL,Daily Juice Co,500mL,3.55,3.55,3.55,3.55,0.0,"[""Drinks"",""Cordials, Juices & Iced Teas""]",Juice
Woolworth,Remedy Sodaly Soft Drink Yuzu Lemon 1.25L,Remedy,1.25L,3.55,5.95,3.55,5.95,0.4033613445378152,"[""Soft Drinks""]",Soft Drink
